mode,seed,episode,reward,length,energy,phase
normal,42,258,1511.995265,1600.0,2514.899999999926,training
normal,42,259,1503.265174,1600.0,2513.6999999999257,training
normal,42,260,1471.999248,1600.0,2515.199999999926,training
normal,42,261,670.219658,1600.0,2491.3999999999287,training
normal,42,262,-180.363259,1600.0,2480.7999999999292,training
normal,42,263,711.576213,1600.0,2510.399999999928,training
normal,42,264,118.460761,1600.0,2531.1999999999257,training
normal,42,265,640.616523,1600.0,2503.0999999999294,training
normal,42,266,-319.458236,102.0,127.39999999999998,training
normal,42,267,1512.615468,1600.0,2507.199999999926,training
normal,42,268,1354.411167,1600.0,2506.6999999999284,training
normal,42,269,935.983763,1600.0,2526.599999999926,training
normal,42,270,1395.080577,1600.0,2514.199999999928,training
normal,42,271,822.112601,1600.0,2547.2999999999242,training
normal,42,272,1531.553121,1600.0,2526.899999999925,training
normal,42,273,1602.267758,1600.0,2517.6999999999252,training
normal,42,274,1554.045469,1600.0,2516.9999999999263,training
normal,42,275,-760.622307,1600.0,2525.399999999925,training
normal,42,276,-893.468948,1600.0,2528.3999999999246,training
normal,42,277,1391.091754,1600.0,2514.4999999999263,training
normal,42,278,-192.253862,88.0,96.19999999999993,training
normal,42,279,-30.557488,1600.0,2516.099999999927,training
normal,42,280,213.646832,1600.0,2517.9999999999263,training
normal,42,281,1358.965269,1600.0,2506.199999999928,training
normal,42,282,1428.705943,1600.0,2514.6999999999293,training
normal,42,283,-348.651931,118.0,155.79999999999993,training
normal,42,284,1340.36909,1600.0,2487.599999999927,training
normal,42,285,-209.854902,85.0,96.69999999999999,training
normal,42,286,1004.055192,1600.0,2513.8999999999255,training
normal,42,287,1345.758185,1600.0,2519.1999999999266,training
normal,42,288,-592.095418,1600.0,2533.199999999925,training
normal,42,289,1130.504596,1600.0,2496.3999999999282,training
normal,42,290,-77.104078,115.0,148.7,training
normal,42,291,1640.600783,1600.0,2529.599999999925,training
normal,42,292,1578.826842,1600.0,2531.2999999999247,training
normal,42,293,1609.570805,1600.0,2507.799999999927,training
normal,42,294,1559.738528,1600.0,2531.7999999999247,training
normal,42,295,433.483698,1600.0,2502.4999999999272,training
normal,42,296,1471.331418,1600.0,2500.599999999927,training
normal,42,297,1515.002497,1600.0,2507.5999999999262,training
normal,42,298,992.756434,1600.0,2511.599999999926,training
normal,42,299,305.480771,1600.0,2514.1999999999257,training
normal,42,300,-162.083766,74.0,82.2,training
normal,42,301,-63.555647,45.0,46.599999999999994,training
normal,42,302,1660.319463,1600.0,2531.099999999925,training
normal,42,303,-68.43353,82.0,94.2,training
normal,42,304,1275.884088,1600.0,2502.3999999999296,training
normal,42,305,1541.637499,1600.0,2521.399999999925,training
normal,42,306,-96.372225,63.0,78.40000000000002,training
normal,42,307,1555.737647,1600.0,2531.8999999999255,training
normal,42,308,-103.697373,119.0,153.4999999999999,training
normal,42,309,375.021044,1600.0,2524.4999999999263,training
